ledger,snapshot_date,no_clustering,entropy,entropy_percentage,gini,hhi,nakamoto_coefficient,theil_index,max_power_ratio,tau_index
litecoin,Apr-2023,True,2.809015398643452,0.244952216604908,0.9981001758242045,1994.4862348935428,2,6.00167735109444,0.3593542040391181,3
litecoin,May-2023,True,2.8180483252488226,0.24573990733650156,0.9980172119191039,2087.6788875065854,2,5.9954162034857,0.3657719993303945,3
litecoin,Jun-2023,True,3.03515273424041,0.26467188123841395,0.9976591481413484,1907.3023145951508,2,5.8449308945060565,0.3489859414611662,4
litecoin,Jul-2023,True,3.013249204104997,0.26276184604931074,0.9976857215251737,1894.8515384352008,2,5.860113264663746,0.34550955235587427,4
litecoin,Aug-2023,True,3.3577616702560644,0.29280407802585345,0.9893202536113659,1842.8033005370662,2,5.621315420083361,0.34297130403196513,3
tezos,Jun-2018,True,3.0143282983872686,0.2974345269423706,0.9934239017868911,1266.3419277175888,4,4.935275869144443,0.15343915343915343,5
tezos,Jul-2018,True,3.475811836704223,0.3429707540296565,0.9913669051430699,1046.947914016746,5,4.615399855685223,0.11767626613704071,6
tezos,Aug-2018,True,4.951643015005559,0.4885962814812331,0.9751953918462257,532.8065147189589,8,3.5924316354631753,0.10608166395092496,10
tezos,Sep-2018,True,5.439106229360553,0.5366960158867579,0.9660882706538472,412.1792277206178,9,3.254547882806344,0.09422056503656963,13
tezos,Oct-2018,True,5.636411693049466,0.5561648498843204,0.9615141391095288,365.0494819859263,10,3.117786156941277,0.08632015673619915,15
tezos,Nov-2018,True,5.793754011173769,0.5716903777388532,0.9578939017721882,328.84768001827314,10,3.0087247727506967,0.0780352644836272,17
tezos,Dec-2018,True,5.825564254113231,0.5748292078940432,0.9575956769933237,323.53748404835534,10,2.9866755925442545,0.08439121183867651,19
tezos,Jan-2019,True,5.956589837657647,0.5877579696615429,0.9534697053986888,300.35262762912186,11,2.8958555787292286,0.08204341560916655,21
tezos,Feb-2019,True,6.042988269167239,0.5962832111285613,0.9511509854251798,279.5535675365043,12,2.835968749523545,0.0792497249161954,22
tezos,Mar-2019,True,6.064816999486358,0.5984371298240443,0.9507362429741669,274.14238012781794,12,2.820838226647654,0.07878311526191686,23
tezos,Apr-2019,True,6.09976885701348,0.6018859542984384,0.9501242986059073,257.4073505229467,13,2.7966114451473656,0.07199577765515917,24
tezos,May-2019,True,6.124735082807399,0.6043494608655644,0.949218076984773,255.3677919955706,13,2.7793061761291202,0.07215729920237433,24
tezos,Jun-2019,True,6.163725969007122,0.6081968307084853,0.9488593207902839,240.3815531168895,13,2.7522797532922527,0.06369811685643145,25
tezos,Jul-2019,True,6.217731796790788,0.6135257784039171,0.9474008118785742,222.14905491087876,15,2.7148457660301553,0.04109685275384039,26
tezos,Aug-2019,True,6.2646123017918285,0.6181516450805046,0.9453809852794083,221.28579926478494,15,2.682350676165455,0.051029584707265895,27
tezos,Sep-2019,True,6.281296016975638,0.6197978867775329,0.9446475785183865,220.82594452257456,15,2.670786406024557,0.05138509095232434,27
tezos,Oct-2019,True,6.262285865220127,0.6179220872843163,0.9451513343582918,225.57485859910489,15,2.6839632391159105,0.05660983501227655,27
tezos,Nov-2019,True,6.191767597425183,0.610963798224161,0.9478164356924512,236.34826642205525,14,2.732842777615941,0.056413188488660185,25
tezos,Dec-2019,True,6.267169268458918,0.6184039501036303,0.9451260291570786,224.83129765869245,15,2.6805783219294024,0.05444781800879141,27
tezos,Jan-2020,True,6.259247516657469,0.6176222825922051,0.9456745329895184,224.90805015249393,15,2.6860692618556663,0.05762190988385231,27
tezos,Feb-2020,True,6.2205140955471085,0.6138003177481689,0.9465197796285043,237.15321687528998,14,2.712917223491745,0.06933714368748638,26
tezos,Mar-2020,True,6.060115294948229,0.5979731958637423,0.9510279764631268,276.900058145406,13,2.8240971998920763,0.08791712504583792,22
tezos,Apr-2020,True,6.017544748541443,0.593772608177605,0.9521307580667607,294.8636989412874,13,2.8536048541088346,0.10067504655493482,22
tezos,May-2020,True,5.928444577931326,0.5849807764749722,0.9539436310586931,322.42277931019385,12,2.9153643861546374,0.11041633864909242,20
