ledger,snapshot_date,no_clustering,exclude_contract_addresses,top_limit_type,top_limit_value,exclude_below_fees,exclude_below_usd_cent,hhi,shannon_entropy,gini,total_entities,tau=0.33,tau=0.5,tau=0.66,mpr,theil
bitcoin,2011-01-01,True,False,percentage,0.5,False,False,28.55460762610522,11.908984348985891,0.5771235926264741,32810,64,263,6145,0.02295085371215246,2.1438097011379638
bitcoin,2011-02-01,True,False,percentage,0.5,False,False,65.61455938713884,11.635349952041045,0.5889589748522229,34514,55,218,5681,0.05895839925019835,2.3841103037226223
bitcoin,2011-03-01,True,False,percentage,0.5,False,False,53.945323262098,11.94345655940545,0.5787566018205076,39406,66,288,7281,0.05291675818425568,2.303100127653724
bitcoin,2011-04-01,True,False,percentage,0.5,False,False,38.16492469418538,12.41443692982264,0.5621917110054191,45151,106,436,9708,0.04796336424325888,2.1127357508429845
bitcoin,2011-05-01,True,False,percentage,0.5,False,False,31.944934519295458,12.603774011150124,0.5570724106206917,49544,118,554,11070,0.035348203988284185,2.07434602238937
bitcoin,2011-06-01,True,False,percentage,0.5,False,False,38.10180978318773,12.867578404275628,0.6029802740651542,66076,131,793,14038,0.04654400888937756,2.1794351821246556
bitcoin,2011-07-01,True,False,percentage,0.5,False,False,53.71193800758238,12.878851919063555,0.7313663168203863,98487,138,800,12918,0.0633135183116959,2.5707399421774992
bitcoin,2011-08-01,True,False,percentage,0.5,False,False,43.14726242901443,13.038297018139207,0.8556665638495458,190028,156,902,12811,0.05532432002405711,3.1174678912902025
bitcoin,2011-09-01,True,False,percentage,0.5,False,False,16.19433240172401,13.167988377487836,0.887584580207908,243916,152,837,12048,0.014629069775208432,3.2772251651874047
bitcoin,2011-10-01,True,False,percentage,0.5,False,False,18.806233843773516,13.097054777785154,0.897480352617948,266835,136,807,11327,0.014231541133364077,3.4161991759743544
bitcoin,2011-11-01,True,False,percentage,0.5,False,False,18.334509181926247,13.135774702185856,0.898864019055643,273134,143,841,11002,0.013878885844692435,3.412692596936491
bitcoin,2011-12-01,True,False,percentage,0.5,False,False,45.55634438126653,13.040272116781406,0.9018798594141807,276612,156,917,9750,0.05860649824855429,3.4915432297045736
bitcoin,2012-01-01,True,False,percentage,0.5,False,False,11.439301635527023,13.640006660771984,0.8987881693585337,283981,287,1652,10472,0.013191914517586277,3.102130453749817
bitcoin,2012-02-01,True,False,percentage,0.5,False,False,11.93992534985334,13.621187797693823,0.9000158291180882,290116,273,1626,10026,0.012812073741320493,3.1365482041326747
bitcoin,2012-03-01,True,False,percentage,0.5,False,False,13.257224058399892,13.674207075312601,0.9001666797637563,298810,298,1748,10294,0.017618694468476845,3.129325118206084
bitcoin,2012-04-01,True,False,percentage,0.5,False,False,15.892263875149252,13.700606644031888,0.9001048070393377,310736,307,1821,10859,0.025200818561505103,3.150162088831801
bitcoin,2012-05-01,True,False,percentage,0.5,False,False,20.94105446733486,13.579379202502388,0.9055649044093217,321538,274,1537,9805,0.034717040927619985,3.2683626036426077
bitcoin,2012-06-01,True,False,percentage,0.5,False,False,31.19274423633436,13.354691617381164,0.914719256591761,335222,227,1216,8126,0.04756124088947996,3.46578143610085
bitcoin,2012-07-01,True,False,percentage,0.5,False,False,33.458797444617126,13.361826942219489,0.9207684918121837,358790,243,1245,7734,0.05036701627610547,3.5287798660038847
bitcoin,2012-08-01,True,False,percentage,0.5,False,False,31.690127754404873,13.354793543001165,0.9275508562567247,383493,254,1220,7057,0.04869666262266973,3.600239155398214
bitcoin,2012-09-01,True,False,percentage,0.5,False,False,11.961201311299963,13.735369043954833,0.9279638312136718,414147,348,1759,8249,0.016004770554182306,3.413343935464137
bitcoin,2012-10-01,True,False,percentage,0.5,False,False,7.053088675110897,14.035175950548975,0.9286758260617145,451195,454,2277,9638,0.010492531961279581,3.291212258734689
bitcoin,2012-11-01,True,False,percentage,0.5,False,False,7.2336725744609,13.948499333288325,0.9337241064714545,476475,401,2015,9126,0.010257637244956673,3.4058075488601656
bitcoin,2012-12-01,True,False,percentage,0.5,False,False,7.544287572100459,13.977026631843103,0.9352205896981507,508986,402,2056,9565,0.010573353166976888,3.452039187835075
