ledger,snapshot_date,no_clustering,exclude_contract_addresses,top_limit_type,top_limit_value,exclude_below_fees,exclude_below_usd_cent,hhi,shannon_entropy,gini,total_entities,tau=0.33,tau=0.5,tau=0.66,mpr,theil
cardano,2022-02-01,True,False,absolute,100,False,False,752.4695805770592,4.810902740540997,0.7189916358288657,100,3,4,9,0.13871735944305594,1.2705065154339839
cardano,2022-03-01,True,False,absolute,100,False,False,562.6698204619566,4.977398860442937,0.7252222729033205,100,4,6,10,0.10128665096582821,1.1551001993497843
cardano,2022-04-01,True,False,absolute,100,False,False,586.708191989994,4.972362994409602,0.7311685661222334,100,4,7,10,0.15937129358622945,1.1585907956924681
cardano,2022-05-01,True,False,absolute,100,False,False,625.4089781574603,4.979677299083644,0.7271364966564267,100,4,7,11,0.18333920617302818,1.1535209060299032
cardano,2022-06-01,True,False,absolute,100,False,False,662.921158443091,4.954923042435723,0.7295725770823628,100,4,7,11,0.1980996883551933,1.1706792492322653
cardano,2022-07-01,True,False,absolute,100,False,False,648.1478092623449,4.9832872154725125,0.7260230939275902,100,4,7,11,0.1958443896752705,1.1510187026629013
cardano,2022-08-01,True,False,absolute,100,False,False,599.2521223543746,5.026602518338747,0.7231851030987075,100,4,7,12,0.18222265948482066,1.1209948226060675
cardano,2022-09-01,True,False,absolute,100,False,False,581.6275634690484,5.04126831852443,0.7211375493278757,100,4,8,12,0.176151819542467,1.1108292645567057
cardano,2022-10-01,True,False,absolute,100,False,False,569.6549905178849,5.0526042714994785,0.7195682761410822,100,4,8,12,0.17180499234027952,1.102971780713091
cardano,2022-11-01,True,False,absolute,100,False,False,554.5622480839631,5.0776212924738955,0.7160753607952823,100,4,8,12,0.16727921979634444,1.085631303158661
cardano,2022-12-01,True,False,absolute,100,False,False,532.348522105989,5.115206187969972,0.7106886222961256,100,4,8,12,0.16010394377366421,1.059579438813922
cardano,2023-01-01,True,False,absolute,100,False,False,520.0094376499452,5.1338122517085045,0.7087237273671405,100,4,8,13,0.15615936105843117,1.046682698192237
cardano,2023-02-01,True,False,absolute,100,False,False,505.3701162959619,5.153343451389708,0.7066763996991599,100,4,8,13,0.1509575826312342,1.0331447022002584
cardano,2023-03-01,True,False,absolute,100,False,False,493.7003777596963,5.156852428149148,0.7074162367740209,100,4,8,13,0.14393378498095008,1.0307124648528017
ethereum,2016-01-01,False,False,absolute,100,False,False,463.1415084817671,5.673037623908264,0.5138686009185215,100,4,14,28,0.15593706044152011,0.6729201517655884
ethereum,2016-02-01,False,False,absolute,100,False,False,588.9585801938889,5.59769353698453,0.5131834400658313,100,4,14,28,0.2139906836512704,0.7251446931886386
ethereum,2016-03-01,False,False,absolute,100,False,False,879.8518715192752,5.351378023652929,0.5399527900718977,100,3,12,26,0.280555649494391,0.8958775967826145
ethereum,2016-04-01,False,False,absolute,100,False,False,1091.0603095151534,5.200969608439098,0.5491417564618166,100,2,12,26,0.3188177863717316,1.000132765720569
ethereum,2016-05-01,False,False,absolute,100,False,False,1085.395262115907,5.189178159928777,0.5581782927430894,100,2,11,25,0.317484071537451,1.0083059750102168
ethereum,2016-06-01,False,False,absolute,100,False,False,1187.5338404438487,4.801149658696936,0.6325054441482055,100,2,4,17,0.2813574932059433,1.2772668366159603
ethereum,2016-07-01,False,False,absolute,100,False,False,742.2337402976459,5.179054363533321,0.6077409173652986,100,2,6,20,0.17932689117421774,1.0153232559382879
ethereum,2016-08-01,False,False,absolute,100,False,False,956.2707087482062,4.905643825451883,0.6539576501355527,100,2,4,16,0.21819158782257692,1.2048369995448178
ethereum,2016-09-01,False,False,absolute,100,False,False,742.2004256508351,5.248582305617528,0.59911263624754,100,2,8,21,0.19716544901532865,0.9671301589124838
ethereum,2016-10-01,False,False,absolute,100,False,False,723.2354756674989,5.298987465154102,0.5810459730615294,100,2,9,22,0.19083834671692007,0.9321919646940348
ethereum,2016-11-01,False,False,absolute,100,False,False,672.4774275706836,5.382325140820355,0.5618944725100344,100,2,10,24,0.1845291880485743,0.8744266897715517
ethereum,2016-12-01,False,False,absolute,100,False,False,671.395665368162,5.353915767062646,0.5747910871477954,100,2,9,23,0.17987939185994997,0.8941185670931796
ethereum,2017-01-01,False,False,absolute,100,False,False,676.3900136269432,5.325993157070658,0.5788449415455579,100,2,9,22,0.18490861223097058,0.9134730454830037
ethereum,2017-02-01,False,False,absolute,100,False,False,596.6704588553026,5.421076360705077,0.5725706746208373,100,3,10,23,0.1697762108802919,0.8475663909651994
ethereum,2017-03-01,False,False,absolute,100,False,False,560.9730703362223,5.442107089175332,0.573729819658417,100,3,9,23,0.1509768701623228,0.8329890008209226
ethereum,2017-04-01,False,False,absolute,100,False,False,507.91322842447727,5.447750171595946,0.5919341124092979,100,3,8,21,0.13617064508036467,0.8290775141514035
ethereum,2017-05-01,False,False,absolute,100,False,False,463.19257609318737,5.536572302733454,0.5761769467992129,100,4,9,23,0.13323965381719236,0.7675107043821174
ethereum,2017-06-01,False,False,absolute,100,False,False,386.7599807698216,5.746586036255401,0.5229475659521723,100,5,13,28,0.12572254915903594,0.62194027711251
