ledger,date,clustering,exclude_contract_addresses,top_limit_type,top_limit_value,exclude_below_fees,exclude_below_usd_cent,hhi,shannon_entropy,gini,total_entities,tau=0.33,tau=0.5,tau=0.66,mpr,theil
bitcoin,2011-01-01,True,False,percentage,0.5,False,False,28.597231367020292,11.902542391017906,0.5773083193011969,32799,64,259,6134,0.0229507675609467,2.1479396062771876
bitcoin,2011-02-01,True,False,percentage,0.5,False,False,65.662796334565,11.62796270999535,0.589196389747652,34497,55,214,5664,0.0589593306359631,2.388738074634459
bitcoin,2011-03-01,True,False,percentage,0.5,False,False,53.99949553764185,11.936601041023144,0.5789955078682653,39385,65,284,7261,0.0529189860823174,2.3073189550905204
bitcoin,2011-04-01,True,False,percentage,0.5,False,False,38.20654494586973,12.40820309436664,0.5624307236765572,45129,105,432,9686,0.0479637868742274,2.116569343696716
bitcoin,2011-05-01,True,False,percentage,0.5,False,False,31.966456127511513,12.599157136361878,0.5573407618802834,49514,117,551,11042,0.0353495818147388,2.0769404903399837
bitcoin,2011-06-01,True,False,percentage,0.5,False,False,38.11630929744835,12.862326124068389,0.6032327844724195,66014,130,785,13994,0.0465430453514145,2.1821370313603765
bitcoin,2011-07-01,True,False,percentage,0.5,False,False,53.72604824773215,12.872434938696424,0.7316845793993602,98360,138,791,12850,0.0633127748386659,2.573897511641482
bitcoin,2011-08-01,True,False,percentage,0.5,False,False,43.161170419723746,13.030745668844308,0.8560290115677878,189876,156,890,12718,0.055323633667297,3.1219018855534113
bitcoin,2011-09-01,True,False,percentage,0.5,False,False,16.208430539885793,13.160431946968128,0.8879028042635113,243748,151,826,11946,0.0146288929666108,3.2817738846867126
bitcoin,2011-10-01,True,False,percentage,0.5,False,False,18.81908239653482,13.089347642536952,0.89778419681445,266647,135,796,11220,0.0142310173879549,3.420836551457654
bitcoin,2011-11-01,True,False,percentage,0.5,False,False,18.3465255649393,13.127926340564676,0.8991825793885508,272940,142,831,10888,0.0138784255232972,3.417422140223849
bitcoin,2011-12-01,True,False,percentage,0.5,False,False,45.56515442897122,13.032260121966065,0.9022011935470552,276400,155,906,9630,0.0586038521292325,3.4963300110283067
bitcoin,2012-01-01,True,False,percentage,0.5,False,False,11.450785651459752,13.632031642420737,0.899110571508681,283766,285,1636,10356,0.013191409149341,3.1069009356350015
