ledger,snapshot_date,entropy,hhi,max_power_ratio,total_entities,theil_index
litecoin,2016-11-06,3.4851158994964053,1428.0,0.31,22,0.6753441936977446
litecoin,2016-11-22,3.22884240940295,1822.0,0.36,22,0.8529794408082805
litecoin,2016-11-27,3.317569485701722,1210.0,0.17,15,0.4084862657763534
litecoin,2016-12-08,3.444626662114158,1530.0,0.33,21,0.6568891787973785
litecoin,2016-12-03,3.540317537050093,1082.0,0.19,18,0.4364106388029623
litecoin,2016-12-28,3.4978897225823835,1210.0,0.24,18,0.4658193587785755
litecoin,2017-01-11,3.64451576972086,968.0,0.14,18,0.36418592760789115
litecoin,2017-01-08,3.4447842679707477,1354.0,0.29,18,0.5026292549149848
litecoin,2017-02-03,3.1801301976336642,1754.0,0.35,18,0.686073477592848
litecoin,2017-02-16,3.351871800610068,1852.0,0.39,23,0.812153727737893
litecoin,2017-02-11,3.16793654557546,1816.0,0.37,18,0.6945254731377215
litecoin,2017-02-28,2.755975765261556,2252.0,0.41,13,0.6546525260789514
litecoin,2017-03-07,3.372589094184825,1334.0,0.22,21,0.7068218159019922
litecoin,2017-03-20,3.4695196353303825,1318.0,0.26,21,0.6396346845967985
litecoin,2017-03-21,3.1684582518196516,1822.0,0.37,19,0.7482310751957553
litecoin,2017-04-09,3.486064750446333,1398.0,0.27,21,0.6281664847021378
litecoin,2017-04-21,3.3058426957854037,1754.0,0.37,21,0.7530868937650821
litecoin,2017-03-29,3.8298080746313627,872.0,0.14,22,0.4364217843418734
litecoin,2017-05-04,3.407527433423511,1486.0,0.29,21,0.6826044045652496
litecoin,2017-05-21,3.0115236417252715,2062.0,0.36,19,0.8570098577149494
litecoin,2017-05-03,3.3632933211780114,1230.0,0.19,17,0.5019560610855824
litecoin,2017-06-10,3.4279759778267045,1428.0,0.31,18,0.5142798738383619
litecoin,2017-06-11,3.4556926063478004,1294.0,0.24,19,0.5491353921946132
litecoin,2017-06-14,3.5783216507744626,1102.0,0.18,20,0.5154287101830628
litecoin,2017-07-08,3.8226485489910695,958.0,0.22,20,0.3460742095492645
litecoin,2017-07-20,3.0097132749179627,2304.0,0.44,20,0.9095580027507655
litecoin,2017-08-02,3.5205491493549146,1320.0,0.22,23,0.695235499031076
litecoin,2017-08-18,3.422155104703044,1638.0,0.35,23,0.7634370536654096
litecoin,2017-08-27,3.7186250478232896,1300.0,0.29,27,0.7182823985460238
litecoin,2017-08-31,3.9489928538212578,1042.0,0.25,27,0.5586036033267516
litecoin,2017-09-12,3.4992034538923935,1440.0,0.29,23,0.7100312076580133
litecoin,2017-09-03,3.6554359416499063,1066.0,0.21,20,0.4619771568818692
litecoin,2017-10-17,3.5246173853736518,1258.0,0.26,20,0.5526536703296776
litecoin,2017-10-14,3.3524159905372466,1346.0,0.2,18,0.5666540659911953
litecoin,2017-10-20,3.4378164755122578,1562.0,0.33,22,0.7081296560744658
litecoin,2017-10-31,3.649443438368225,1304.0,0.3,23,0.605892786011221
litecoin,2017-12-04,3.070290439242024,2066.0,0.41,19,0.8162758177056753
litecoin,2017-12-24,4.250328705158909,716.0,0.14,29,0.42119247155257333
litecoin,2018-01-14,3.4057554217508903,1434.0,0.3,19,0.5837492109030626
litecoin,2018-01-23,3.258542339828561,3.258542339828561,1502.0,1502.0,0.21
litecoin,2018-01-30,3.447620975425719,1554.0,0.33,22,0.7013336946026498
litecoin,2018-01-28,4.221502487456868,858.0,0.2,32,0.5396133558922032
litecoin,2018-01-20,3.2695134680855773,2178.0,0.44,24,0.9117997881416579
litecoin,2018-02-18,3.357323994812246,1248.0,0.23,16,0.44546906100942046
litecoin,2018-02-25,3.5421685462051817,1246.0,0.26,20,0.5404881326837486
litecoin,2018-01-23,3.258542339828561,3.258542339828561,1502.0,1502.0,0.21
litecoin,2018-03-23,3.3941394288338924,1418.0,0.29,18,0.537733582372608
litecoin,2018-03-26,3.896529011365962,996.0,0.22,26,0.5572284398231333
litecoin,2018-04-09,3.379086224474286,1416.0,0.29,20,0.6535281841906893
litecoin,2018-04-16,3.609536687783813,1280.0,0.28,22,0.5891022750932818
litecoin,2018-04-14,3.620659280924994,1274.0,0.23,25,0.7092260525268411
litecoin,2018-05-01,3.782523064945456,1144.0,0.24,25,0.5970306269982939
litecoin,2018-05-28,3.319934486979201,1516.0,0.31,19,0.6432357498730784
litecoin,2018-06-12,3.4236490012444714,1426.0,0.27,20,0.6226396211145131
litecoin,2018-06-25,3.6913069873703277,1072.0,0.2,21,0.48590340684645394
litecoin,2018-06-16,3.643819570897968,1154.0,0.22,24,0.6523505683108678
litecoin,2018-07-13,3.462559546378259,1368.0,0.26,21,0.6444590506304092
litecoin,2018-07-24,3.3788901978552217,1556.0,0.32,20,0.6536640594890082
litecoin,2018-07-15,3.6274308930356525,1424.0,0.29,27,0.7814933698206222
litecoin,2018-08-11,3.3179224424047753,1588.0,0.28,21,0.7447138514539857
litecoin,2018-07-18,3.2298031918807304,1364.0,0.22,16,0.5338597460241409
litecoin,2018-08-20,3.029863541982196,1888.0,0.31,19,0.8442976075601111
litecoin,2018-08-22,3.0305001271454013,2024.0,0.33,20,0.8951496547366002
litecoin,2018-09-24,3.441084047657202,1862.0,0.4,24,0.79287612464455
litecoin,2018-09-30,4.0111341455833625,854.0,0.15,27,0.5155305421454958
litecoin,2018-10-23,3.7194377280851323,1134.0,0.21,24,0.5999360558574464
litecoin,2018-09-22,3.4311962254743706,1374.0,0.27,20,0.6174082839185046
litecoin,2018-11-08,3.8366713429341344,1190.0,0.22,29,0.7079179058965401
litecoin,2018-11-22,3.7803324987625553,1152.0,0.23,26,0.6377697249250833
litecoin,2018-12-05,3.570079172940976,1262.0,0.26,21,0.5699321246236032
litecoin,2018-12-06,3.110512122786676,2300.0,0.44,22,0.9349997453512013
litecoin,2018-12-24,3.204033375854803,1762.0,0.35,20,0.7748655726602707
litecoin,2018-11-27,3.851052937052183,1024.0,0.23,24,0.508707344843128
litecoin,2019-01-09,3.4228169166485825,1544.0,0.33,20,0.6232163782061404
litecoin,2019-01-26,3.4731573903439092,1508.0,0.31,24,0.7706445775901258
litecoin,2019-01-17,3.5020103696381324,1388.0,0.28,21,0.6171138237170597
litecoin,2018-11-30,3.209025368712778,1442.0,0.26,16,0.54826183557118
litecoin,2019-02-07,3.3405725200869023,1898.0,0.38,25,0.9033674011139319
litecoin,2019-03-04,3.6162143243313998,1514.0,0.34,26,0.7515277748106842
litecoin,2019-03-12,3.0027759801291003,1940.0,0.37,17,0.7518476395766034
litecoin,2019-04-12,3.5196235367930697,1794.0,0.39,26,0.818479406860943
litecoin,2019-02-28,3.126292795364044,1956.0,0.39,17,0.6662323073447586
litecoin,2019-04-22,2.9568197565798746,2262.0,0.43,18,0.8408604801988804
litecoin,2019-04-19,3.877375183969023,1032.0,0.25,23,0.44790253918792156
litecoin,2019-05-21,3.703355339917991,1274.0,0.26,25,0.6519055123924261
litecoin,2019-06-12,3.2899338549776576,1780.0,0.37,21,0.7641140619169485
litecoin,2019-06-23,3.5413069457959647,1168.0,0.23,18,0.43572483292033964
litecoin,2019-07-08,3.7312846230086745,994.0,0.16,23,0.5491647996240078
litecoin,2019-07-19,3.6046072348437854,1182.0,0.25,21,0.5459990958654716
litecoin,2019-07-20,3.2321175030597162,1706.0,0.3,21,0.804189303239131
litecoin,2019-07-30,3.949841064104048,916.0,0.18,23,0.3976730186855338
litecoin,2019-07-31,3.9819136015851044,938.0,0.18,26,0.4980443518494682
litecoin,2019-08-03,3.856196519850128,1076.0,0.22,26,0.5851847926022917
litecoin,2019-09-17,3.5423303213069524,1392.0,0.26,25,0.7635195500422803
litecoin,2019-09-12,3.1222401528707326,2002.0,0.37,22,0.9268704943649149
litecoin,2019-09-28,3.877466400032086,958.0,0.19,23,0.44783931303098734
litecoin,2019-09-24,3.706234213513834,1060.0,0.19,23,0.5665284203372284
litecoin,2019-10-06,3.641301630968226,1188.0,0.22,24,0.6540958712739878
litecoin,2019-10-21,3.496301336592468,1362.0,0.27,23,0.7120428020821111
litecoin,2019-10-05,3.7051874497452197,1132.0,0.25,22,0.5228022191213215
litecoin,2019-11-04,3.5743939750223874,1226.0,0.24,22,0.6134613473610919
litecoin,2019-11-15,3.245077856368149,1398.0,0.23,17,0.5838967772171221
litecoin,2019-11-17,3.5768427811838537,1184.0,0.25,20,0.5164537844702091
litecoin,2019-11-25,3.29028581026698,3.29028581026698,1440.0,1440.0,0.28
litecoin,2019-11-25,3.29028581026698,3.29028581026698,1440.0,1440.0,0.28
litecoin,2019-12-05,3.9744372869488074,984.0,0.21,28,0.577334510414319
litecoin,2019-12-26,3.6629263080142977,1122.0,0.21,22,0.5520954103593548
litecoin,2019-12-23,3.7032447829529054,1076.0,0.21,22,0.5241487731311816
litecoin,2020-01-16,3.78498131598029,1056.0,0.23,23,0.5119450882853394
litecoin,2020-02-03,3.5263940408726193,1214.0,0.26,19,0.5001288921921915
litecoin,2020-02-20,2.76328220040888,1968.0,0.29,13,0.6495880911566396
litecoin,2020-02-26,3.3330750717012183,1508.0,0.3,20,0.685420685009654
litecoin,2020-02-10,3.6547930717823753,1034.0,0.22,19,0.4111294659304646
litecoin,2020-03-15,3.3545214800039536,1352.0,0.26,18,0.5651946519036491
litecoin,2020-03-24,2.951306987370328,2010.0,0.4,13,0.5192592401989272
litecoin,2020-03-14,2.8661692406605352,2310.0,0.44,15,0.7213730729307204
litecoin,2020-04-14,2.3663864460206674,3678.0,0.59,15,1.0677961079277152
litecoin,2019-12-28,2.7135654769869495,2430.0,0.43,15,0.8271499414639027
litecoin,2020-04-03,3.1910460756782384,2074.0,0.41,22,0.8791778629650673
litecoin,2020-03-05,3.6468876018337246,1114.0,0.23,21,0.5166925786933558
litecoin,2020-04-11,3.649665102749746,1152.0,0.23,22,0.5612873773993057
litecoin,2020-04-21,3.3684185692973,1730.0,0.37,21,0.7097126034692346
litecoin,2020-05-07,3.644514118929125,1162.0,0.26,20,0.4695475875073546
litecoin,2020-05-14,3.4205038327557675,3.4205038327557675,1856.0,1856.0,0.4
litecoin,2020-06-01,3.41792079161304,1504.0,0.32,21,0.6754002776396275
litecoin,2020-06-06,3.1054900672683785,1924.0,0.38,19,0.7918772947824484
litecoin,2020-05-14,3.4205038327557675,3.4205038327557675,1856.0,1856.0,0.4
litecoin,2020-05-29,3.39428473018017,1440.0,0.31,19,0.5917000884243805
litecoin,2020-06-12,3.1781320456619984,1774.0,0.37,16,0.569675455341955
litecoin,2020-06-15,3.58769950269165,1218.0,0.28,19,0.4576351841794047
litecoin,2020-06-17,3.791905923969706,926.0,0.16,22,0.4626935532101593
litecoin,2020-06-18,3.5339069765295363,1206.0,0.25,19,0.49492132202387135
litecoin,2020-06-26,3.7539121438148473,980.0,0.19,22,0.48902883480331377
litecoin,2020-07-18,3.839084929422674,1124.0,0.25,24,0.5170029355884422
litecoin,2020-07-25,3.566841868041855,1226.0,0.24,20,0.5233858892176102
litecoin,2020-08-12,3.677619264690913,982.0,0.16,20,0.446600849060545
litecoin,2020-06-27,4.136227959025002,770.0,0.16,26,0.39108179007008465
litecoin,2020-08-14,4.142019118436125,930.0,0.25,29,0.49626695621708344
litecoin,2020-09-20,3.3013631057807267,1400.0,0.26,17,0.5448828152796805
litecoin,2020-08-28,3.2062030132632464,1544.0,0.29,15,0.48567962215598925
litecoin,2020-10-10,3.532224398908313,1282.0,0.28,19,0.49608759595809543
litecoin,2020-09-23,3.5248131503341336,1238.0,0.22,20,0.5525179763992674
litecoin,2020-10-18,2.8113740263705402,2486.0,0.46,16,0.8238927423615799
litecoin,2020-12-03,3.6222406704260854,1180.0,0.21,23,0.6247483079137415
litecoin,2020-04-23,3.135432312245837,1760.0,0.36,16,0.5992726551700294
litecoin,2021-06-19,1.4148542187742772,4474.0,0.52,8,1.0987393290331022
litecoin,2022-03-25,2.2075290229208773,3830.0,0.6,12,0.9547641315461431
litecoin,2024-01-27,1.879964948727111,3703.703703703704,0.5555555555555556,6,0.48866706546633587
polkadot-sdk,2017-12-20,1.6656881924396798,4028.0,0.57,7,0.7913430747737574
polkadot-sdk,2018-01-20,0.9227380593302662,6502.0,0.79,3,0.4590190044479799
polkadot-sdk,2018-02-03,1.1734855643814412,5374.0,0.69,4,0.5728961507410983
polkadot-sdk,2018-02-16,1.5276856020575393,4730.0,0.66,5,0.5505269445858944
polkadot-sdk,2018-03-19,2.0053905944401547,3172.0,0.5,6,0.40172863277042886
polkadot-sdk,2018-05-16,2.630501824308479,2122.0,0.34,11,0.5745703498211552
polkadot-sdk,2018-06-30,2.9246738730949433,1742.0,0.32,12,0.45767720059490474
polkadot-sdk,2018-07-19,2.9272132092522947,1670.0,0.25,12,0.4559170668969426
polkadot-sdk,2018-08-04,3.7235290797916867,984.0,0.19,21,0.46356875433284717
polkadot-sdk,2018-08-23,3.433794756356144,1168.0,0.19,17,0.45308819006643025
polkadot-sdk,2018-09-11,3.4442954859618466,1288.0,0.26,18,0.5029680527863636
polkadot-sdk,2018-10-04,3.7032858690125026,942.0,0.16,19,0.37751682025293687
polkadot-sdk,2018-10-31,3.4852093842721197,1520.0,0.34,21,0.6287593793541398
polkadot-sdk,2018-12-04,3.8855324404634017,1032.0,0.23,25,0.5256299687867892
polkadot-sdk,2019-01-08,4.164893716904725,910.0,0.23,30,0.5143130444578141
polkadot-sdk,2019-01-25,4.074624850885431,714.0,0.12,23,0.31117948869842627
polkadot-sdk,2019-02-08,4.199122307475506,660.0,0.11,25,0.3082660366151821
polkadot-sdk,2019-03-02,4.1747849751954655,760.0,0.16,28,0.43846407517444586
polkadot-sdk,2019-03-24,4.212109101671644,750.0,0.17,28,0.41259296214061997
polkadot-sdk,2019-04-09,4.233758070774331,828.0,0.23,28,0.39758704024506286
polkadot-sdk,2019-04-30,4.056811375015984,1022.0,0.27,27,0.48386949934848433
polkadot-sdk,2019-05-17,4.144503526825097,958.0,0.24,31,0.561236270045581
polkadot-sdk,2019-06-03,4.075421720141808,1048.0,0.27,30,0.5763303067530984
polkadot-sdk,2019-06-23,4.015637569054031,1210.0,0.28,33,0.7130797023260861
polkadot-sdk,2019-07-10,3.7968458355128347,1142.0,0.22,26,0.6263235521149902
polkadot-sdk,2019-07-29,3.9293304206020254,1102.0,0.26,28,0.6086002076464853
polkadot-sdk,2019-08-13,4.094797218091228,860.0,0.15,30,0.5629002349775121
polkadot-sdk,2019-08-26,4.282967394073896,702.0,0.13,31,0.4652604308526496
polkadot-sdk,2019-09-17,4.388074630564896,602.0,0.12,29,0.3257142717237938
polkadot-sdk,2019-10-05,4.358822905926282,856.0,0.21,35,0.5340422536865046
polkadot-sdk,2019-10-22,4.130371916591406,942.0,0.24,31,0.5710315558358354
polkadot-sdk,2019-11-01,3.9889666596913216,888.0,0.17,26,0.49315554450881866
polkadot-sdk,2019-11-13,4.2854124034740835,740.0,0.17,31,0.46356567948046734
polkadot-sdk,2019-11-27,4.470952131492843,612.0,0.14,32,0.3667080384369862
polkadot-sdk,2019-12-07,4.369435036980154,698.0,0.17,33,0.4678459849438475
polkadot-sdk,2019-12-23,4.316665472214049,676.0,0.14,29,0.37521132850084116
polkadot-sdk,2020-01-10,4.079366976532126,856.0,0.18,27,0.4682351477517378
polkadot-sdk,2020-01-20,4.311182432280796,712.0,0.18,29,0.3790118821714738
polkadot-sdk,2020-02-02,4.419036359191678,632.0,0.13,32,0.4026933096341302
polkadot-sdk,2020-02-14,4.301829462133607,646.0,0.13,27,0.3140359030767141
polkadot-sdk,2020-02-27,4.421737863509756,624.0,0.13,31,0.3690720712182039
polkadot-sdk,2020-03-10,3.8672025356260553,1354.0,0.33,28,0.6516639759517314
polkadot-sdk,2020-03-21,4.853109565205077,442.0,0.09,38,0.2736669476559877
polkadot-sdk,2020-03-31,4.307509712888206,666.0,0.14,29,0.3815576172634346
polkadot-sdk,2020-04-10,4.42276453291253,652.0,0.15,31,0.36836043821630393
polkadot-sdk,2020-04-20,4.484775488747738,708.0,0.16,38,0.5289766742565426
polkadot-sdk,2020-04-29,4.34792815268787,624.0,0.12,28,0.31845036986239605
polkadot-sdk,2020-05-08,4.564562035482343,598.0,0.16,34,0.36244721923061235
polkadot-sdk,2020-05-18,4.734784975195469,452.0,0.09,34,0.24445766850183415
polkadot-sdk,2020-05-29,4.4112942698934,682.0,0.15,34,0.46868433881931004
polkadot-sdk,2020-06-10,4.852271034814014,472.0,0.12,40,0.3255414670199178
polkadot-sdk,2020-06-20,4.766919276026962,498.0,0.13,37,0.3067412565092828
polkadot-sdk,2020-06-30,4.581496970617774,566.0,0.14,34,0.3507088166885224
polkadot-sdk,2020-07-12,4.318242691024847,696.0,0.16,29,0.3741180837290105
polkadot-sdk,2020-07-25,4.638472991812803,512.0,0.11,34,0.3112160482376649
polkadot-sdk,2020-08-04,4.508465630737973,580.0,0.15,31,0.30895696388770555
polkadot-sdk,2020-08-16,4.580830807432509,556.0,0.13,35,0.3801581026954336
polkadot-sdk,2020-09-04,4.837865337284782,472.0,0.11,41,0.36021934823667395
polkadot-sdk,2020-09-19,4.469317807562047,648.0,0.16,34,0.42846548727817363
polkadot-sdk,2020-10-06,4.518731882377519,700.0,0.2,36,0.45137267447979856
polkadot-sdk,2020-10-24,4.152181662056981,800.0,0.2,27,0.4177638537768247
polkadot-sdk,2020-11-08,4.346144296551069,846.0,0.22,35,0.5428303960283544
polkadot-sdk,2020-11-25,4.034458034992431,920.0,0.19,28,0.535731298132783
polkadot-sdk,2020-12-06,4.313466071874298,636.0,0.15,27,0.3059700198436784
polkadot-sdk,2020-12-24,3.8624336921884286,1030.0,0.21,25,0.541640801028051
polkadot-sdk,2021-01-10,4.388116291699581,658.0,0.16,31,0.39237676892442014
polkadot-sdk,2021-01-20,4.81199187225354,470.0,0.11,38,0.3021675605964753
polkadot-sdk,2021-02-02,4.6597305370786195,532.0,0.14,35,0.32546897754429105
polkadot-sdk,2021-02-17,4.145471317426411,828.0,0.21,27,0.4224151102380905
polkadot-sdk,2021-02-28,4.219177761803769,784.0,0.2,29,0.4427846601109709
polkadot-sdk,2021-03-14,4.47146159484127,698.0,0.18,35,0.4559670640431126
polkadot-sdk,2021-03-24,4.296169080223543,612.0,0.11,26,0.28021905285572024
polkadot-sdk,2021-04-01,3.9742186539815294,934.0,0.21,27,0.541118411068291
polkadot-sdk,2021-04-10,4.346772798149934,682.0,0.13,31,0.42103389491285625
polkadot-sdk,2021-04-24,4.504401911172307,624.0,0.16,34,0.40414703977824923
polkadot-sdk,2021-05-08,4.63873188237752,532.0,0.1,36,0.36819501281260514
polkadot-sdk,2021-05-21,4.689216562053473,500.0,0.13,34,0.27604328559379876
polkadot-sdk,2021-06-01,4.736057242610943,480.0,0.11,35,0.27256333680313266
polkadot-sdk,2021-06-11,4.669882725238738,532.0,0.12,36,0.34660289391128685
polkadot-sdk,2021-06-20,4.460483119185851,648.0,0.14,34,0.43458922661725874
polkadot-sdk,2021-07-04,4.959282431785547,412.0,0.11,40,0.2513668189213193
polkadot-sdk,2021-07-18,5.145979129983109,328.0,0.06,43,0.19427919052545473
polkadot-sdk,2021-08-02,4.353760531659517,646.0,0.16,29,0.34949899263351236
polkadot-sdk,2021-08-16,4.705238790771636,500.0,0.1,36,0.32209593677146553
polkadot-sdk,2021-08-31,4.621249247232174,522.0,0.13,33,0.2933016750827309
polkadot-sdk,2021-09-13,4.97701316046071,410.0,0.09,42,0.2878669785002883
polkadot-sdk,2021-09-25,4.673528005004741,514.0,0.12,36,0.34407617851912964
polkadot-sdk,2021-10-03,4.628088276997907,568.0,0.12,37,0.4029715720605925
polkadot-sdk,2021-10-12,4.314878283624427,776.0,0.19,32,0.47489018604611954
polkadot-sdk,2021-10-29,4.822146286280483,510.0,0.14,40,0.3464223515310124
polkadot-sdk,2021-11-11,4.487887066628275,732.0,0.21,36,0.4727526715512789
polkadot-sdk,2021-11-21,4.829086931699007,486.0,0.12,39,0.31629365474360543
polkadot-sdk,2021-12-02,4.7629140651185375,472.0,0.09,38,0.3361857042401662
polkadot-sdk,2021-12-12,4.260828998600177,782.0,0.17,31,0.4806055972573791
polkadot-sdk,2021-12-22,3.8834164745896933,1172.0,0.27,28,0.6404253298733149
polkadot-sdk,2022-01-07,4.648825561880395,566.0,0.13,38,0.41526582859398853
polkadot-sdk,2022-01-21,4.824663651135136,498.0,0.13,40,0.34467744717956866
polkadot-sdk,2022-02-06,4.766208197013818,582.0,0.17,42,0.4339858445615435
polkadot-sdk,2022-02-18,4.362683189255494,802.0,0.18,35,0.531366509180699
polkadot-sdk,2022-02-28,4.602909182367905,648.0,0.19,37,0.4204243905124306
polkadot-sdk,2022-03-13,4.438690221242834,660.0,0.18,31,0.3573215922516771
polkadot-sdk,2022-03-24,4.712271034814013,546.0,0.16,37,0.3446205308285981
polkadot-sdk,2022-04-05,4.386051532327847,760.0,0.21,33,0.45632830804280683
polkadot-sdk,2022-04-17,4.234002974849311,1002.0,0.27,33,0.5617203369672602
polkadot-sdk,2022-04-29,4.827494415663464,494.0,0.15,38,0.2914220163403787
polkadot-sdk,2022-05-11,4.252384893362566,962.0,0.26,34,0.5788319251261953
polkadot-sdk,2022-05-20,4.684951226823091,578.0,0.17,37,0.3635571787109456
polkadot-sdk,2022-06-02,4.697953306504564,538.0,0.13,38,0.38121307092047757
polkadot-sdk,2022-06-17,4.754957342401268,586.0,0.15,41,0.41768679113606066
polkadot-sdk,2022-07-05,4.789288559103132,594.0,0.17,42,0.4179877566530332
polkadot-sdk,2022-07-26,1.3140392351788086,1.3140392351788086,4686.0,4686.0,0.61
polkadot-sdk,2022-08-07,4.453884704188263,742.0,0.19,36,0.49632131320895023
polkadot-sdk,2022-08-20,4.57905032216526,620.0,0.17,36,0.40956311800515205
polkadot-sdk,2022-09-05,4.765819005673072,478.0,0.1,37,0.30750390580293596
polkadot-sdk,2022-09-18,4.882724850390183,442.0,0.1,40,0.3044324906160045
polkadot-sdk,2022-09-30,4.968884070537642,372.0,0.08,38,0.19341817570399913
polkadot-sdk,2022-10-12,5.026628445645815,408.0,0.1,44,0.2999962990964477
polkadot-sdk,2022-10-27,4.979761401178406,476.0,0.13,46,0.37693382140104287
polkadot-sdk,2022-11-10,4.9262100058461495,452.0,0.12,42,0.3230810418849218
polkadot-sdk,2022-11-25,5.013528005004743,412.0,0.12,42,0.2625568169560073
polkadot-sdk,2022-12-08,4.914757535568883,450.0,0.12,41,0.30692173778899423
polkadot-sdk,2022-12-19,4.613162894160437,580.0,0.13,37,0.41331705909316263
polkadot-sdk,2023-01-06,4.874393975022393,448.0,0.09,40,0.31020701338878415
polkadot-sdk,2023-01-20,4.93004450034051,416.0,0.09,40,0.27163300866785134
polkadot-sdk,2023-02-02,5.079282431785548,396.0,0.11,45,0.28597219291050885
polkadot-sdk,2023-02-16,5.102914065118541,362.0,0.09,43,0.22412961881696125
polkadot-sdk,2023-03-01,5.463723505091284,262.0,0.05,52,0.16407917566830726
polkadot-sdk,2023-03-12,5.097431600260375,364.0,0.09,44,0.25091929210061553
polkadot-sdk,2023-03-20,4.351274030904647,734.0,0.16,33,0.48043423510121724
polkadot-sdk,2023-03-30,4.749533386200347,662.0,0.2,43,0.4690744400734644
polkadot-sdk,2023-04-12,4.638860937656899,606.0,0.15,37,0.39550453269768276
polkadot-sdk,2023-04-24,4.52175040335677,670.0,0.19,35,0.4211095182068743
polkadot-sdk,2023-05-06,5.114757535568885,382.0,0.08,47,0.30486783668275597
polkadot-sdk,2023-05-17,4.859122307475511,462.0,0.11,41,0.3454851392817244
polkadot-sdk,2023-05-25,4.591532346394278,560.0,0.14,34,0.3437528242631792
polkadot-sdk,2023-06-04,4.749491725065661,514.0,0.12,39,0.37146484780759526
polkadot-sdk,2023-06-16,5.027466976036878,462.0,0.15,45,0.3218879299721271
polkadot-sdk,2023-06-30,4.338948536732463,848.0,0.21,35,0.5478181166586075
polkadot-sdk,2023-07-12,4.7204275643636695,600.0,0.18,40,0.41692839683781224
polkadot-sdk,2023-07-24,4.865951690356521,516.0,0.16,41,0.34075137179278847
polkadot-sdk,2023-08-08,5.093528005004743,364.0,0.09,43,0.23063553992140587
polkadot-sdk,2023-08-19,4.681567722170782,686.0,0.21,41,0.4685565994811866
polkadot-sdk,2023-08-28,4.799282431785546,484.0,0.11,38,0.31097707342335995
polkadot-sdk,2023-09-09,5.053639842617347,416.0,0.11,44,0.2812734254426447
polkadot-sdk,2023-09-25,5.4409304021493545,322.0,0.11,56,0.2539861228624386
polkadot-sdk,2023-10-16,5.385791566046488,300.0,0.07,52,0.21809747949277622
polkadot-sdk,2023-10-31,5.221076880026379,322.0,0.06,46,0.2096666776120995
polkadot-sdk,2023-11-15,5.239241345725952,326.0,0.07,47,0.218582234647026
polkadot-sdk,2023-11-29,5.2237942566442905,332.0,0.07,47,0.22928934089183822
polkadot-sdk,2023-12-13,4.917764091776209,462.0,0.13,42,0.3289353034097533
polkadot-sdk,2024-01-04,4.711759762633255,626.0,0.17,42,0.4717266233383339
polkadot-sdk,2024-01-23,5.050015409922189,486.0,0.16,48,0.370797067736053
polkadot-sdk,2024-02-08,5.128234754874935,384.0,0.09,47,0.29552614011897893
polkadot-sdk,2024-02-26,5.284143595682683,312.0,0.07,48,0.20851177588655276
polkadot-sdk,2024-03-16,5.438562939644925,280.0,0.08,52,0.1815191506687455
polkadot-sdk,2024-04-02,5.311272380112918,352.0,0.1,53,0.28879843809094863
polkadot-sdk,2020-10-21,2.3694196704693264,2732.0,0.42,13,0.922592793312448
polkadot-sdk,2020-08-26,1.815852844411399,3438.0,0.5,6,0.5331061898125365
polkadot-sdk,2020-11-27,1.527161328385732,4646.0,0.65,5,0.5508903434033494
polkadot-sdk,2021-02-16,2.1241926900713897,2702.0,0.4,7,0.47353197496628363
polkadot-sdk,2021-04-27,2.0989424578408484,2848.0,0.36,10,0.8477090461840987
polkadot-sdk,2021-08-18,2.1102312847885156,4836.0,0.69,19,1.4817381137858894
polkadot-sdk,2022-01-28,1.2697988693208024,6478.0,0.8,10,1.4224275868461247
polkadot-sdk,2022-07-26,1.3140392351788086,1.3140392351788086,4686.0,4686.0,0.61
polkadot-sdk,2022-12-14,1.7021920896969207,3888.0,0.56,6,0.6118898214831927
polkadot-sdk,2023-02-15,1.8774628941497107,3412.0,0.49,7,0.644552037369526
polkadot-sdk,2023-05-02,2.1549253281513026,2526.0,0.36,6,0.29807905370276455
polkadot-sdk,2023-11-13,1.9379170320753312,2864.0,0.38,5,0.2661761854919874
polkadot-sdk,2024-04-10,4.527465167204545,634.0,0.17,35,0.4171483457582238
polkadot-sdk,2024-04-29,5.20498047528201,376.0,0.1,49,0.284002756799341
polkadot-sdk,2024-05-20,5.183305065291619,336.0,0.08,45,0.21386919778135585
polkadot-sdk,2024-06-12,5.180658440226714,376.0,0.09,49,0.3008615068233994
polkadot-sdk,2024-07-08,5.328625755048014,298.0,0.06,49,0.19829837973999095
polkadot-sdk,2024-07-21,3.0957952550009344,1239.6694214876036,0.18181818181818182,9,0.05138282474146526
solana,2018-02-19,0.0,10000.0,1.0,1,0.0
solana,2018-03-04,0.08079313589591118,9802.0,0.99,2,0.637145646205098
solana,2018-03-16,0.8367631711605321,6606.0,0.79,3,0.5186122557817876
solana,2018-04-02,0.5546303151806381,8482.0,0.92,5,1.224997473213567
solana,2018-04-20,1.8930686726461872,3632.0,0.52,8,0.7672663286287732
solana,2018-05-07,1.7595691414376766,4482.0,0.65,7,0.7262697596675041
solana,2018-05-12,1.8409420938408618,4304.0,0.63,9,0.921180755416304
solana,2018-05-18,1.7860838807114352,3670.0,0.5,6,0.553740463069358
solana,2018-05-27,1.4623511261095974,4068.0,0.53,4,0.37266980106836217
solana,2018-06-03,1.7870511749983982,3332.0,0.44,6,0.5530699857615778
