ledger,date,clustering,entropy=1,hhi,nakamoto_coefficient,max_power_ratio
bitcoin_cash,2025-03-05,False,3.6745045269903294,1325.3698224852064,3,0.23461538461538461
bitcoin_cash,2025-03-13,False,3.780608878639509,1240.0661157024795,3,0.22727272727272727
bitcoin_cash,2025-03-23,False,3.775851000278143,1279.57003569716,3,0.23722627737226276
bitcoin_cash,2025-03-28,False,3.6703579852898818,1304.1160854308955,3,0.22920517560073936
bitcoin_cash,2025-04-02,False,3.6564714336644277,1334.524618953741,3,0.2365988909426987
bitcoin_cash,2025-04-06,False,3.674116486445906,1288.721558802304,3,0.23247232472324722
bitcoin_cash,2025-04-14,False,3.649964401540627,1317.922414076752,3,0.2390057361376673
bitcoin_cash,2025-04-21,False,3.686403869555812,1295.023391724325,3,0.23151750972762647
bitcoin_cash,2025-04-28,False,3.7455328541182524,1249.5173926561686,3,0.22735674676524953
bitcoin_cash,2025-06-01,False,3.760327468105551,1242.8302409903179,3,0.22770398481973433
bitcoin_cash,2025-06-07,False,3.732567287656443,1259.3222579965045,3,0.22495274102079396
bitcoin_cash,2025-06-14,False,3.7284679903249045,1259.7994160899666,3,0.22794117647058823
bitcoin_cash,2025-07-23,False,3.676274234845031,1298.2556069775726,3,0.23962264150943396
bitcoin_cash,2025-07-26,False,3.6984845637174892,1291.6781132037092,3,0.23572744014732966
bitcoin_cash,2025-08-02,False,3.6688613509271146,1307.6535874321057,3,0.24765478424015008
bitcoin_cash,2025-08-08,False,3.6344500233437014,1371.653654389463,3,0.2581888246628131
bitcoin_cash,2025-08-15,False,3.61958415284159,1358.5465979561532,3,0.24485981308411214
bitcoin_cash,2025-08-21,False,3.624125889342519,1364.3490484429074,3,0.25735294117647056
bitcoin_cash,2025-08-28,False,3.5777451208338444,1396.7179924343327,3,0.26824817518248173
bitcoin_cash,2025-09-03,False,3.604654203134622,1369.5604008914495,3,0.26534296028880866
bitcoin_cash,2025-09-10,False,3.6499694084221534,1349.3476980052183,3,0.25321100917431194
bitcoin_cash,2025-09-17,False,3.6221647224343174,1369.3449867559336,3,0.2596685082872928
bitcoin_cash,2025-09-24,False,3.650117275549163,1328.4025547359868,3,0.24680073126142596
bitcoin_cash,2025-09-30,False,3.662685555872362,1312.2934106710904,3,0.2402135231316726
bitcoin_cash,2025-10-07,False,3.595225317586381,1363.481162593411,3,0.25328330206378985
bitcoin_cash,2025-10-14,False,3.698412105288737,1273.3350580738283,3,0.23800738007380073
bitcoin_cash,2025-10-21,False,3.683405524214439,1296.819223187169,3,0.24452554744525548
bitcoin_cash,2025-10-28,False,3.6403602550906946,1322.7847213455088,3,0.24531835205992508
bitcoin_cash,2025-11-04,False,3.616722297902134,1334.2999388592887,3,0.2411214953271028
bitcoin_cash,2025-11-11,False,3.6268324392000153,1356.2831411497343,3,0.24770642201834864
bitcoin_cash,2025-11-18,False,3.6098585976224826,1348.1542201368084,3,0.2462406015037594
bitcoin_cash,2025-11-26,False,3.604138778862171,1374.8278236914596,3,0.2556818181818182
bitcoin_cash,2025-12-03,False,3.5914222770713167,1393.0150002376342,3,0.25239005736137665
bitcoin_cash,2025-12-10,False,3.6003406623586676,1399.7600080961117,3,0.2585551330798479
bitcoin_cash,2025-12-17,False,3.6057824499542352,1388.81257864195,3,0.2596685082872928
bitcoin_cash,2025-12-24,False,3.6800839047581766,1302.652825836216,3,0.24901960784313726
bitcoin_cash,2026-01-01,False,3.6368699308142487,1356.8210514233238,3,0.25946969696969696
bitcoin_cash,2026-01-08,False,3.666251052467331,1304.9210418973241,3,0.25

