ledger,date,clustering,entropy=1,hhi,nakamoto_coefficient,max_power_ratio
bitcoin,2025-03-05,False,3.674884244830962,1811.767288262372,2,0.37809489511119115
bitcoin,2025-03-12,False,3.6916578279133088,1804.8891597546442,2,0.37787523494137654
bitcoin,2025-03-22,False,3.6841606784479337,1814.1234503712487,2,0.3785186842694115
bitcoin,2025-03-28,False,3.6685743562752795,1830.6565801583565,2,0.3807518257986469
bitcoin,2025-04-02,False,3.6425495395102407,1863.3381607397928,2,0.38443853401253214
bitcoin,2025-04-06,False,3.7139679100947767,1760.4000128007954,2,0.36886496186630774
bitcoin,2025-04-14,False,3.6490877768761307,1853.9241011041408,2,0.3841675317055558
bitcoin,2025-04-21,False,3.6360377232984544,1866.8328181132933,2,0.38536850693500135
bitcoin,2025-04-28,False,3.6572747255035765,1854.6702780796863,2,0.3849199208205866
bitcoin,2025-06-01,False,3.6779823692845963,1807.4048250775302,2,0.37690941385435167
bitcoin,2025-06-07,False,3.666730828501622,1826.4865000265631,2,0.3793149347768214
bitcoin,2025-06-14,False,3.6581736492581176,1829.6657265856495,2,0.37867861142217246
bitcoin,2025-07-23,False,3.661511930166508,1831.2889155702098,2,0.37976566020730057
bitcoin,2025-07-26,False,3.737561018463504,1739.0776594103256,2,0.36696879046300845
bitcoin,2025-08-02,False,3.6961138402965377,1778.7384796434305,2,0.3721427325074158
bitcoin,2025-08-08,False,3.6853599102465977,1796.6718725805008,2,0.37568152315015146
bitcoin,2025-08-15,False,3.699138456821759,1777.0329529130872,2,0.37205977907732296
bitcoin,2025-08-21,False,3.699718796655116,1767.0529222543596,2,0.3707037643207856
bitcoin,2025-08-28,False,3.6827666336701603,1794.1593850365991,2,0.3748013913342208
bitcoin,2025-09-03,False,3.703411274144059,1765.6047995468425,2,0.371044814671316
bitcoin,2025-09-10,False,3.7182337393085967,1753.5036752447504,2,0.36907753050969133
bitcoin,2025-09-17,False,3.7452052816609194,1705.8277281519613,2,0.36061709877865866
bitcoin,2025-09-24,False,3.74550613663573,1708.3967576198195,2,0.3605459696111254
bitcoin,2025-09-30,False,3.7657847500973207,1657.1789334134694,2,0.3514305411926922
bitcoin,2025-10-07,False,3.8911366411643664,1456.953639905013,3,0.31128767366505394
bitcoin,2025-10-14,False,3.7181940433769527,1739.6893989099874,2,0.36664255011278035
bitcoin,2025-10-21,False,3.3386386615467654,2408.2468667597614,2,0.4616437284954645
bitcoin,2025-10-28,False,3.2718397889771644,2509.956246137645,2,0.47321288909745035
bitcoin,2025-11-04,False,3.312427321365787,2466.6887051297517,2,0.4692592740168148
bitcoin,2025-11-11,False,3.3322031331011006,2432.901696188119,2,0.4646102343376375
bitcoin,2025-11-18,False,3.333141980147281,2437.0864771219753,2,0.4651385324692271
bitcoin,2025-11-26,False,3.328636904940917,2441.555029514417,2,0.465951283202089
bitcoin,2025-12-03,False,3.3772081056321714,2380.0708654547598,2,0.45929327211020166
bitcoin,2025-12-10,False,3.3731764348282804,2391.780311039885,2,0.46111177146479654
bitcoin,2025-12-17,False,3.3937771381129065,2355.9005658620054,2,0.45700923372106966
bitcoin,2025-12-24,False,3.388697608245948,2370.634696940898,2,0.45881647341063575
bitcoin,2026-01-01,False,3.4164143083676817,2334.9611897151312,2,0.4544685309049883
bitcoin,2026-01-08,False,3.400218488384016,2342.458970837296,2,0.4551213099079718

