ledger,date,entropy,hhi,max_power_ratio,total_entities,theil_index
ethereum_execution,2014-01-05,0.0,10000.0,1.0,1,0.0
ethereum_execution,2014-02-03,0.3712323266408756,8673.469387755104,0.9285714285714286,2,0.4358285400161138
ethereum_execution,2014-02-22,0.3712323266408756,8673.469387755104,0.9285714285714286,2,0.4358285400161138
ethereum_execution,2014-03-17,0.934068055375491,5450.0,0.65,2,0.0457005415253128
ethereum_execution,2014-04-19,1.1216407621868585,5390.625,0.6875,3,0.3211501567571808
ethereum_execution,2014-05-09,0.833764907210665,6107.266435986159,0.7352941176470589,2,0.1152253858770485
ethereum_execution,2014-05-19,0.5916727785823275,7551.020408163265,0.8571428571428571,2,0.2830308622715362
ethereum_execution,2014-05-27,1.2228229793778245,5030.864197530864,0.6388888888888888,4,0.5386980606402394
ethereum_execution,2014-06-14,1.0230370655328809,6099.7732426303855,0.7619047619047619,3,0.3894970310856733
ethereum_execution,2014-06-26,0.9123163027543336,6446.124763705104,0.782608695652174,3,0.4662428156350697
ethereum_execution,2014-07-03,0.9892100846279926,6455.463728191001,0.7878787878787878,4,0.7006261799785327
ethereum_execution,2014-07-15,1.0949143184120975,5612.2448979591845,0.7142857142857143,3,0.33967551590605
ethereum_execution,2014-08-05,0.3372900666170139,8828.125,0.9375,2,0.4593555218534859
ethereum_execution,2014-09-03,0.6143694458867569,7962.962962962962,0.8888888888888888,3,0.6727638394295283
ethereum_execution,2014-09-27,0.8016192946473264,7151.2052593133685,0.8378378378378378,3,0.5429721347008635
ethereum_execution,2014-10-14,1.2060026902433667,5102.040816326532,0.6666666666666666,3,0.2626749241782111
ethereum_execution,2014-10-28,1.0892300788425848,6326.530612244898,0.7857142857142857,4,0.6312976029890661
ethereum_execution,2014-11-07,1.5435644431995963,3906.25,0.4375,4,0.3163770193035085
ethereum_execution,2014-11-17,2.1938311332103213,2703.213610586012,0.4347826086956521,6,0.2711116046186909
ethereum_execution,2014-12-06,0.9219280948873624,6600.0,0.8,3,0.4595804290179326
ethereum_execution,2014-12-17,0.8166890883150209,7083.333333333332,0.8333333333333334,3,0.5325265497084808
ethereum_execution,2015-01-01,0.3227569588973983,8892.733564013843,0.9411764705882352,2,0.4694291044941115
ethereum_execution,2015-01-10,1.6087001655198914,3840.8304498269895,0.5294117647058824,4,0.2712283770234608
ethereum_execution,2015-01-16,1.6894822670191825,3511.111111111111,0.4666666666666667,4,0.2152344911295195
ethereum_execution,2015-01-24,1.57838982472352,3850.0,0.5,4,0.2922379042882766
ethereum_execution,2015-01-30,1.243300368538958,5578.512396694216,0.7272727272727273,4,0.524504216077971
ethereum_execution,2015-02-06,1.833320822691055,3595.04132231405,0.5454545454545454,5,0.3386767531239566
ethereum_execution,2015-02-14,1.502791362628248,4901.144640998958,0.6774193548387096,5,0.5677823164584919
ethereum_execution,2015-02-21,1.3779349403231065,5687.047994740304,0.7435897435897436,6,0.836647750348057
ethereum_execution,2015-02-27,1.923618623551966,3864.4470868014255,0.5862068965517241,7,0.6125593236676651
ethereum_execution,2015-03-04,0.7693251740833704,7751.338488994648,0.8780487804878049,5,1.0761823370844232
ethereum_execution,2015-03-09,0.7732283485249176,7278.10650887574,0.8461538461538461,3,0.5626512389590407
ethereum_execution,2015-03-14,1.3968026688153783,4897.119341563786,0.6666666666666666,4,0.418104529431904
ethereum_execution,2015-03-19,1.1785594639469634,5291.319857312724,0.6896551724137931,3,0.2816971191110316
ethereum_execution,2015-03-21,0.916118213778296,6608.0,0.8,3,0.4636075317280704
ethereum_execution,2015-03-25,1.0529815751302694,5822.222222222222,0.7333333333333333,3,0.3687410786849934
ethereum_execution,2015-03-30,0.9218339291539108,6288.88888888889,0.7666666666666667,3,0.4596456997305799
ethereum_execution,2015-04-04,0.4689955935892812,8200.0,0.9,2,0.3680642071684971
ethereum_execution,2015-04-10,0.3912435636292556,8579.881656804733,0.9230769230769232,2,0.4219578075181012
ethereum_execution,2015-04-17,0.5032583347756457,8024.691358024691,0.8888888888888888,2,0.3443150847169134
ethereum_execution,2015-04-22,1.106366771283615,6432.81807372176,0.7931034482758621,5,0.8425629042536531
ethereum_execution,2015-04-28,0.2580186686648155,9168.241965973535,0.9565217391304348,2,0.5143022678430977
ethereum_execution,2015-05-09,0.3227569588973983,8892.733564013843,0.9411764705882352,2,0.4694291044941115
ethereum_execution,2015-05-15,0.4709563136258533,8518.005540166205,0.9210526315789472,3,0.7721702477114442
ethereum_execution,2015-05-22,0.3033748360864139,8977.35573411249,0.945945945945946,2,0.4828637682738119
ethereum_execution,2015-05-30,0.4138168503036337,8472.222222222224,0.9166666666666666,2,0.4063111975037846
