ledger,date,clustering,exclude_contract_addresses,top_limit_type,top_limit_value,exclude_below_fees,exclude_below_usd_cent,hhi,shannon_entropy,gini,total_entities,tau=0.33,tau=0.5,tau=0.66,mpr,theil
bitcoin_cash,2024-02-01,False,False,absolute,100,False,False,488.31871767918096,5.627823540747634,0.5255956055486646,100,4,11,25,0.1792892589444846,0.7042601660299788
bitcoin_cash,2024-03-01,False,False,absolute,100,False,False,494.6193225897068,5.614448658564213,0.5254061773553903,100,4,11,25,0.1772044793195756,0.7135309279057404
bitcoin_cash,2024-04-01,False,False,absolute,100,False,False,457.5275212535309,5.629003713764545,0.5344001839531479,100,4,11,24,0.1577044540081202,0.7034421324307369
bitcoin_cash,2024-05-01,False,False,absolute,100,False,False,409.92753147191144,5.687348556537565,0.5347481660551022,100,5,11,24,0.1472714838324999,0.6630005691624027
bitcoin_cash,2024-06-01,False,False,absolute,100,False,False,407.19596445368904,5.68398852995694,0.5391598842503308,100,5,11,24,0.1461976568442212,0.6653295621133679
bitcoin_cash,2024-07-01,False,False,absolute,100,False,False,407.19596445368904,5.68398852995694,0.5391598842503308,100,5,11,24,0.1461976568442212,0.6653295621133679
bitcoin_cash,2024-08-01,False,False,absolute,100,False,False,407.19596445368904,5.68398852995694,0.5391598842503308,100,5,11,24,0.1461976568442212,0.6653295621133679
cardano,2018-01-01,False,False,absolute,100,False,False,149.1511159483627,6.303990671743164,0.3573349679581004,100,16,26,35,0.0236806844889052,0.2355768255931227
cardano,2018-02-01,False,False,absolute,100,False,False,140.63232316320818,6.346202364142401,0.3371033071062703,100,18,28,39,0.0217570088383135,0.2063179100199298
cardano,2018-03-01,False,False,absolute,100,False,False,309.31472273965977,6.033396018144024,0.4128711207023393,100,13,24,36,0.144110474075921,0.4231387468099633
cardano,2018-04-01,False,False,absolute,100,False,False,617.1896677347459,5.670601129561827,0.4690150871554556,100,8,20,34,0.2315126871977859,0.674609000952269
cardano,2018-05-01,False,False,absolute,100,False,False,683.5715892951279,5.602416588163582,0.4788705189209573,100,7,20,33,0.2460501029410249,0.7218709235802362
cardano,2018-06-01,False,False,absolute,100,False,False,706.6487122163412,5.579322170581281,0.4821553284953443,100,7,19,33,0.250895415004104,0.7378787540140844
cardano,2018-07-01,False,False,absolute,100,False,False,966.8617599458056,5.339155248203264,0.513804105303342,100,4,17,31,0.2999680941801357,0.9043497791241631
cardano,2018-08-01,False,False,absolute,100,False,False,1244.9632213797713,5.1068298233802665,0.5427117879551773,100,1,14,29,0.3444523969959272,1.0653854923126165
cardano,2018-09-01,False,False,absolute,100,False,False,1286.4501076773895,5.072796114799271,0.5468439559301115,100,1,14,29,0.350583050546266,1.0889758614595313
cardano,2018-10-01,False,False,absolute,100,False,False,1318.513724494917,5.04636212097805,0.5507732369258587,100,1,13,28,0.3552266127208145,1.107298509747651
cardano,2018-11-01,False,False,absolute,100,False,False,1328.7016196004963,5.037202349406581,0.552630820108728,100,1,13,28,0.3566720725178792,1.1136475795869858
cardano,2018-12-01,False,False,absolute,100,False,False,1213.9227888723397,5.139152493581196,0.5348128360090852,100,1,15,30,0.3399656241874534,1.042981124594674
cardano,2019-01-01,False,False,absolute,100,False,False,1162.739036474232,5.174072186645729,0.5341017576683341,100,1,15,30,0.3318813050787511,1.0187766378009735
cardano,2019-02-01,False,False,absolute,100,False,False,1128.155246993946,5.214241608268477,0.5231531739169617,100,2,15,31,0.3265329654529108,0.9909333164584416
cardano,2019-03-01,False,False,absolute,100,False,False,1127.761489602111,5.214133143750308,0.5228039044842954,100,2,15,31,0.3264302919343694,0.9910084983334018
cardano,2019-04-01,False,False,absolute,100,False,False,1079.546815967709,5.21075361341996,0.531076521693179,100,2,14,30,0.3159461670080848,0.9933510102534998
cardano,2019-05-01,False,False,absolute,100,False,False,1021.6872498787396,5.265315013909259,0.5158818752773561,100,2,14,31,0.3054644525638406,0.9555319293369418
cardano,2019-06-01,False,False,absolute,100,False,False,1010.331987562392,5.256580103167481,0.5188141437940474,100,2,14,31,0.301639074029997,0.9615865080900466
cardano,2019-07-01,False,False,absolute,100,False,False,985.3933537630412,5.26060712392127,0.5152848771934279,100,2,14,31,0.2942858864316663,0.9587951900084996
cardano,2019-08-01,False,False,absolute,100,False,False,934.9072544572276,5.304915187840769,0.5009435297264829,100,2,14,33,0.2832882069581809,0.9280831804266289
cardano,2019-09-01,False,False,absolute,100,False,False,930.2362095289014,5.296157008920546,0.5021399738569069,100,2,14,33,0.2800911327353701,0.9341538874520228
cardano,2019-10-01,False,False,absolute,100,False,False,919.1540787134428,5.297567506981527,0.4995857218281389,100,2,14,33,0.2757504392861292,0.9331762046978688
cardano,2019-11-01,False,False,absolute,100,False,False,911.9998254113854,5.293525675456821,0.5004587819720818,100,2,14,33,0.2720641201668679,0.935977788823516
cardano,2019-12-01,False,False,absolute,100,False,False,869.4389069266953,5.33945412118541,0.4859534556791109,100,2,15,34,0.2628537280655003,0.9041426161592424
cardano,2020-01-01,False,False,absolute,100,False,False,824.6763275244643,5.357000921525349,0.4968287539034652,100,2,13,33,0.2527804496177586,0.8919801009757673
cardano,2020-02-01,False,False,absolute,100,False,False,807.0101672540675,5.354429110218107,0.4996542111082059,100,2,12,33,0.2460368166267846,0.8937627447323153
cardano,2020-03-01,False,False,absolute,100,False,False,794.143546854294,5.358145501612622,0.4957455901947168,100,2,12,33,0.2393548336466112,0.8911867385153499
cardano,2020-04-01,False,False,absolute,100,False,False,773.4305799359959,5.367779339530191,0.4902730488328651,100,2,12,34,0.2302835175031906,0.8845090709248149
cardano,2020-05-01,False,False,absolute,100,False,False,709.7954582104888,5.446450860198783,0.4653605805577415,100,2,13,36,0.2153536234808661,0.8299781281830164
cardano,2020-06-01,False,False,absolute,100,False,False,598.9142963691542,5.483643663009407,0.4738459444510057,100,3,9,33,0.1738742803411459,0.8041980417777096
cardano,2020-07-01,False,False,absolute,100,False,False,645.9709423364261,5.359403996395887,0.5158812536804065,100,3,7,27,0.1531651557006168,0.8903144164045771
cardano,2020-08-01,False,False,absolute,100,False,False,624.6904721633831,5.3967776129846765,0.5342209395706616,100,3,8,26,0.1695946051798723,0.8644089994387316
cardano,2020-09-01,False,False,absolute,100,False,False,596.8258203413008,5.432237400772257,0.53598229146291,100,3,9,25,0.1649603770908376,0.8398301475105135
cardano,2020-10-01,False,False,absolute,100,False,False,578.5608341720676,5.448828415342624,0.5396179650717635,100,3,9,25,0.1615724382302205,0.8283301325384353
cardano,2020-11-01,False,False,absolute,100,False,False,568.0958297178729,5.45239797611121,0.5434217946038455,100,3,9,24,0.1592195410566342,0.8258559015558546
cardano,2020-12-01,False,False,absolute,100,False,False,551.2701617368249,5.465632420361111,0.5466642056830019,100,3,9,24,0.1557344146732275,0.8166824838377564
cardano,2021-01-01,False,False,absolute,100,False,False,523.0991470771474,5.483024693015393,0.5525157484646681,100,3,9,23,0.1485774085639615,0.8046270790839155
cardano,2021-02-01,False,False,absolute,100,False,False,467.7865513428584,5.547156837790277,0.5517321867163649,100,4,10,23,0.1337313341137037,0.7601740637499388
