ledger,date,no_clustering,exclude_contract_addresses,top_limit_type,top_limit_value,exclude_below_fees,exclude_below_usd_cent,hhi,shannon_entropy,gini,total_entities,tau=0.33,tau=0.5,tau=0.66,mpr,theil
bitcoin_cash,2017-03-01,True,False,absolute,1000,False,False,46.71239738474478,8.871257869619757,0.5663489560698567,1000,35,88,210,0.0221647188978273,0.7586678986349655
bitcoin_cash,2017-04-01,True,False,absolute,1000,False,False,49.411729186261184,8.867991000479915,0.561943146661397,1000,35,90,219,0.024072892110718,0.7609323197685065
bitcoin_cash,2017-05-01,True,False,absolute,1000,False,False,45.52089724162202,8.906674437996603,0.5594743825732802,1000,36,94,223,0.021841989001831,0.7341190041194304
bitcoin_cash,2017-06-01,True,False,absolute,1000,False,False,46.08264196546988,8.899257108792176,0.5617725596752782,1000,37,93,221,0.021637593079798,0.7392603049447798
bitcoin_cash,2017-07-01,True,False,absolute,1000,False,False,45.74813127295544,8.908492499792663,0.5576650146403554,1000,36,94,227,0.021604679512984,0.7328588197113979
bitcoin_cash,2017-08-01,True,False,absolute,1000,False,False,44.78815005999562,8.929901891141347,0.5528612920890473,1000,38,99,229,0.0219806275153371,0.718018960460576
bitcoin_cash,2017-09-01,True,False,absolute,1000,False,False,111.7127259006904,8.608097965711316,0.5761305514072264,1000,26,82,207,0.0832812755966115,0.9410764440655184
bitcoin_cash,2017-10-01,True,False,absolute,1000,False,False,62.80324306171511,8.820781136246802,0.5601292606068929,1000,33,93,223,0.0418214366100579,0.7936557040563216
bitcoin_cash,2017-11-01,True,False,absolute,1000,False,False,55.726109901869,8.847327505789433,0.5695248666049355,1000,35,95,214,0.0383804348379007,0.775255162853716
bitcoin_cash,2017-12-01,True,False,absolute,1000,False,False,74.58325122628696,8.705336761654154,0.5820032362613318,1000,29,84,205,0.0464260095119058,0.8736756468167112
bitcoin_cash,2018-01-01,True,False,absolute,1000,False,False,79.12601182814836,8.65715710851918,0.5927930852143979,1000,28,77,194,0.0547056350835596,0.90707123754755
bitcoin_cash,2018-02-01,True,False,absolute,1000,False,False,83.78632342932748,8.626151050115617,0.5987137897766818,1000,27,75,188,0.0592226090867115,0.9285629995102416
bitcoin_cash,2018-03-01,True,False,absolute,1000,False,False,83.61128074516041,8.594475751596564,0.6090944754558513,1000,26,72,180,0.0585149603102252,0.9505186433721552
bitcoin_cash,2018-04-01,True,False,absolute,1000,False,False,84.86452293842673,8.586349332528355,0.6082013358400276,1000,25,72,181,0.0583055139124655,0.9561514478373324
bitcoin_cash,2018-05-01,True,False,absolute,1000,False,False,82.6214425259118,8.628544840394115,0.600843250770406,1000,28,76,188,0.0579387386177145,0.9269037505278864
bitcoin_cash,2018-06-01,True,False,absolute,1000,False,False,78.81053731803506,8.648209119471751,0.601169065929547,1000,28,75,191,0.057307282521269,0.9132735109274736
bitcoin_cash,2018-07-01,True,False,absolute,1000,False,False,64.02829584712568,8.687617170190439,0.6015049636361586,1000,28,75,190,0.0361894174118178,0.8859579316804796
bitcoin_cash,2018-08-01,True,False,absolute,1000,False,False,56.701516132246205,8.742928829541707,0.5978709356813124,1000,31,77,192,0.0360959291989232,0.8476188109490261
