ledger,date,clustering,entropy=1,entropy_percentage=1,gini,hhi,nakamoto_coefficient,theil_index,concentration_ratio=1,concentration_ratio=3,tau_index=0.33,tau_index=0.66,total_entities
dogecoin,2018-01-15,False,5.84371735786956,0.4948206682960417,0.9143699841359784,1160.019316376699,3,4.794933026156273,0.2638685693728265,0.5315505456289723,2,7,3590
dogecoin,2018-02-14,False,5.607744035856951,0.4781706581713157,0.9447008776133662,1386.706266370406,3,5.30151170961069,0.3075812969020589,0.5789157206080431,2,6,3391
dogecoin,2018-03-16,False,5.150276701046414,0.44818718181081135,0.9580413731825855,1563.738031587493,2,5.52356964581123,0.3395916791350934,0.5864182634297022,1,5,2879
dogecoin,2018-04-15,False,5.330673355276804,0.4677202742007656,0.9610326185357503,1274.006058340209,3,5.350170685912079,0.2776262101933895,0.5500132789299597,2,6,2697
dogecoin,2018-05-15,False,5.824645464857365,0.5047933140793209,0.9373875597953356,1114.4279507849567,3,4.868650183509224,0.22779494110832207,0.5361797644332883,2,7,2975
dogecoin,2018-06-14,False,5.433759141387667,0.5030086470344975,0.9757701234112333,1016.3251856868613,3,5.084409367061214,0.23457743250741875,0.507105117131897,2,10,1786
dogecoin,2018-07-14,False,6.159812315040525,0.551309710423391,0.9425786642555036,894.7634738206301,4,4.476741795160234,0.21895077532486354,0.4831650644896382,2,13,2309
dogecoin,2018-08-13,False,6.083541886986516,0.5453116336070278,0.9518337878709465,879.044802752547,4,4.596945985517202,0.2136951963170961,0.47974161826026174,2,14,2282
dogecoin,2018-09-12,False,6.0876443930102075,0.5474702395180887,0.9496434622666189,888.8936266388988,4,4.519422375564339,0.2124987949484238,0.4851778656126482,2,13,2225
dogecoin,2018-10-12,False,5.640521205180636,0.520722833621775,0.9639139132543973,891.6124185812539,4,4.7797530420971075,0.21594917137749434,0.46745905203652705,2,9,1823
dogecoin,2018-11-11,False,5.476037570331964,0.4999695917894905,0.959175053347301,952.734086025003,4,4.8458324631562375,0.21018018886105222,0.48742532279822703,2,8,1982
dogecoin,2018-12-11,False,5.107873621410761,0.46732612322086775,0.9696778242235551,1065.45692359673,3,5.181746035842314,0.21411145196743883,0.5092876639532355,2,7,1951
dogecoin,2019-01-10,False,5.796723525033471,0.5189290579047051,0.9567197793850182,787.7736048748164,5,4.667264208550079,0.18563032901392168,0.4284406763331567,2,10,2305
dogecoin,2019-02-09,False,5.251081196927217,0.48738621223755707,0.9702073001672731,948.9608003072949,4,4.999284652631705,0.21787547906573143,0.4782461976040687,2,7,1751
dogecoin,2019-03-11,False,5.275510802619662,0.4923828555096311,0.9666064413280171,921.9166283541754,4,4.825689247024083,0.19698282084596505,0.4878013570088061,2,8,1680
dogecoin,2019-04-10,False,5.1437149960432755,0.4882373561357386,0.9741568231052388,845.2418930342612,4,4.8546697325528925,0.20876871960321663,0.42649395675831847,3,8,1484
dogecoin,2019-05-10,False,5.3368981147079655,0.5078511009982039,0.9702826305723897,714.2193652155466,5,4.63569575027691,0.18772111381194195,0.36966619335274725,3,9,1457
dogecoin,2019-06-09,False,4.855296444294667,0.46936944645784184,0.9758751772563294,980.3835240557738,4,4.946208907357423,0.21077780727369258,0.48975553249511306,2,7,1300
dogecoin,2019-07-09,False,4.924199208886363,0.47181520625586937,0.9742074565536258,979.3395820125663,4,4.9082267887428355,0.22192223320396307,0.482800183207579,2,7,1386
dogecoin,2019-08-08,False,4.983360504828308,0.4727988584756154,0.9726900804778779,836.4783109772667,4,4.930144994447027,0.1808122538716146,0.41748206131767773,3,7,1489
dogecoin,2019-09-07,False,4.664633466451269,0.4397173281308306,0.9750363244197972,1146.3303953634338,3,5.228614340015051,0.24501843240247692,0.5243235428764186,2,6,1561
dogecoin,2019-10-07,False,4.789952883192145,0.4452364286916063,0.9707225881508235,1140.3886560519668,3,5.132618995257139,0.26219629772464326,0.5053268414963363,2,6,1732
dogecoin,2019-11-06,False,4.361347521324376,0.4154909284074676,0.981936624138383,1200.352733059848,3,5.363345163317661,0.26067600590355905,0.5219568846628438,2,5,1445
dogecoin,2019-12-06,False,4.136240471492864,0.4014738847095603,0.9872253931666657,1190.4721054757986,3,5.49117403899271,0.23206313198349302,0.5233245650022926,2,5,1263
dogecoin,2020-01-05,False,4.463803298456064,0.41877847460280093,0.98274891906107,925.4140964794881,4,5.349689242431565,0.1656619943351006,0.4389570774929189,3,6,1617
dogecoin,2020-02-04,False,4.248657467868792,0.39208543045258665,0.9846622717552446,1150.7090761397699,4,5.7976292926518145,0.180602978568834,0.4984138515558784,2,5,1828
dogecoin,2020-03-05,False,4.522864589499929,0.3934514797650321,0.978507634035866,1123.4675383500512,3,6.077127915650463,0.18739079790331975,0.5041011454086585,2,5,2887
dogecoin,2020-04-04,False,4.968122557782464,0.4009816454131356,0.9613470186181574,1106.309631152026,4,6.372872394918607,0.16564268194953738,0.4766507200271983,3,5,5367
dogecoin,2020-05-04,False,6.2470037459664995,0.4694704788411196,0.8954242064294717,1040.078118800874,4,5.75204267049426,0.21200281505569443,0.48508748513602057,2,5,10131
dogecoin,2020-06-03,False,6.015711944406208,0.4611420240384652,0.9330195125567603,975.9953572087874,4,6.00221303224898,0.20193939393939395,0.46213333333333334,2,6,8453
dogecoin,2020-07-03,False,5.633161078759343,0.43690602172571413,0.9390427828278136,1081.1524057869867,3,6.148159535865414,0.21655973853044425,0.5055320179155066,2,5,7608
dogecoin,2020-08-02,False,5.67166254240146,0.44267749400886425,0.9409457985135159,1038.9242740241443,3,6.051648573515413,0.208681906614786,0.5034289883268482,2,6,7192
